Probe	Chromosome	Start	End	Strand
Sfi1	11	3031853	3093466	-
Gm11399	11	3042051	3043366	+
Drg1	11	3087363	3166418	-
Gm12735	11	3093519	3094266	-
Eif4enif1	11	3102395	3144591	+
Patz1	11	3188877	3209086	+
Gm12592	11	3205429	3231181	-
Gm11944	11	3208999	3220725	+
Pik3ip1	11	3230404	3242974	+
Limk2	11	3244259	3309192	-
Gm11948	11	3253576	3254914	-
Rnf185	11	3315363	3352366	-
8430429K09Rik	11	3352368	3379834	+
Pla2g3	11	3388230	3399353	+
Inpp5j	11	3394378	3404824	-
Selm	11	3414687	3417354	+
Smtn	11	3417526	3440615	-
Gm11946	11	3430160	3436859	+
Gm11947	11	3434241	3434910	+
Tug1	11	3539797	3548815	-
Morc2a	11	3549497	3590480	+
Osbp2	11	3603734	3763906	-
4921536K21Rik	11	3786091	3795101	-
Dusp18	11	3795243	3801299	+
Slc35e4	11	3807024	3814667	-
Tcn2	11	3817195	3832162	-
4930556J24Rik	11	3837544	3876781	-
Pes1	11	3863978	3880007	+
Gal3st1	11	3883639	3899329	+
Sec14l4	11	3931465	3948027	+
Sec14l3	11	3964844	3977739	+
Mtfp1	11	3991483	3995448	-
Sec14l2	11	3997042	4023418	-
Rnf215	11	4035205	4041175	+
Ccdc157	11	4041126	4060296	-
Sf3a1	11	4060353	4082544	+
Tbc1d10a	11	4086792	4115508	+
Gatsl3	11	4118228	4122412	+
Osm	11	4136423	4141029	+
Lif	11	4157560	4172517	+
Gm11959	11	4174092	4181934	+
Gm11958	11	4185463	4186942	+
Hormad2	11	4245817	4341108	-
Mtmr3	11	4380871	4494866	-
Gm11032	11	4520070	4521701	+
Gm11961	11	4520278	4530014	-
Ascc2	11	4537750	4585702	+
Uqcr10	11	4601976	4604345	-
Zmat5	11	4604681	4637672	+
Cabp7	11	4636895	4646781	-
Nf2	11	4665848	4749539	-
Nipsnap1	11	4773954	4794203	+
Thoc5	11	4795323	4828870	+
Nefh	11	4838757	4848067	-
Ap1b1	11	4886827	4942732	+
Gas2l1	11	4954135	4965330	-
Rasl10a	11	4958131	4960388	+
Ewsr1	11	4969692	4999269	-
Rhbdd3	11	4998929	5006096	+
Gm11031	11	4999387	4999881	-
Emid1	11	5006268	5052260	-
Kremen1	11	5091555	5161561	-
Znrf3	11	5176327	5344850	-
Gm11963	11	5398843	5405702	+
Xbp1	11	5420662	5425896	+
Ccdc117	11	5428890	5442190	-
Ankrd36	11	5469687	5589340	+
Mrps24	11	5603986	5615683	-
Urgcp	11	5613420	5662379	-
2210015D19Rik	11	5662132	5684713	+
Dbnl	11	5688491	5700965	+
Pgam2	11	5701643	5703736	-
Polm	11	5727863	5738019	-
Aebp1	11	5761950	5772091	+
Pold2	11	5772183	5778295	-
Myl7	11	5796640	5798785	-
Gck	11	5800823	5850084	-
Gm11967	11	5815318	5816734	+
Ykt6	11	5855696	5867783	+
Camk2b	11	5869647	5966365	-
Nudcd3	11	6005694	6100418	-
Npc1l1	11	6111016	6130146	-
Ddx56	11	6158922	6167775	-
Tmed4	11	6170372	6174873	-
Ogdh	11	6191636	6256645	+
Zmiz2	11	6289077	6306165	+
Ppia	11	6315446	6319820	+
H2afv	11	6327229	6344446	-
Purb	11	6367609	6369141	-
Purb	11	6374795	6375920	-
Gm11973	11	6375428	6393538	+
Myo1g	11	6406551	6420968	-
Gm11974	11	6425594	6428763	-
Ccm2	11	6446890	6496747	+
Nacad	11	6497826	6506056	-
Tbrg4	11	6515601	6526070	-
Wap	11	6531490	6538652	-
Gm11978	11	6550151	6560236	-
Ramp3	11	6558524	6577478	+
Gm11981	11	6616004	6620040	-
Adcy1	11	6963492	7078509	+
Gm11985	11	7083156	7086293	-
Igfbp1	11	7097785	7102549	+
Igfbp3	11	7106089	7113926	-
Gm11986	11	7170354	7190377	-
Tns3	11	8331655	8564538	-
Pkd1l1	11	8726711	8873269	-
Hus1	11	8893140	8911194	-
Sun3	11	8916057	8948994	-
Gm11992	11	8948597	8969359	+
Upp1	11	9018106	9036173	+
Abca13	11	9091945	9584262	+
Vwc2	11	11014226	11168934	+
Zpbp	11	11179629	11362411	-
4930415F15Rik	11	11362097	11415195	+
Gm11998	11	11457424	11479463	+
4930512M02Rik	11	11489226	11527838	-
Gm11999	11	11542206	11585403	-
Ikzf1	11	11585006	11672929	+
Gm12000	11	11595136	11596442	-
Fignl1	11	11687434	11708965	-
Ddc	11	11714104	11798047	-
1700042O10Rik	11	11768126	11785324	+
Grb10	11	11830511	11938686	-
Cobl	11	12136611	12364963	-
Gm12002	11	12214517	12251031	+
Gm17624	11	12548080	12548279	+
4930554G24Rik	11	13972106	14079044	-
1700046C09Rik	11	14460358	14499228	-
Vstm2a	11	16157727	16327313	+
Sec61g	11	16400533	16408487	-
Egfr	11	16652206	16818161	+
Gm17664	11	16662047	16662263	-
E230015J15Rik	11	16715434	16730705	-
2810442I21Rik	11	16835157	16851285	-
Fbxo48	11	16851378	16854775	+
Plek	11	16871209	16952384	-
Cnrip1	11	16951589	16979374	+
Ppp3r1	11	17059266	17100378	+
Wdr92	11	17082110	17135203	+
Pno1	11	17103201	17111571	-
C1d	11	17157582	17169179	+
Etaa1	11	17838759	17853878	-
2900053O20Rik	11	17853973	17859581	+
Gm12018	11	17995989	18003387	+
Gm12022	11	18367482	18393258	-
Gm12023	11	18495251	18610225	-
8430419K02Rik	11	18745854	18774312	-
Meis1	11	18780433	18918961	-
Gm16140	11	18909131	18911186	+
Gm16141	11	18913820	18915157	+
4933406G16Rik	11	18965279	18975743	+
Gm12027	11	19526764	19528064	-
Spred2	11	19824378	19924029	+
Actr2	11	19962307	20012916	-
Gm12031	11	20045570	20046347	-
Rab1	11	20101435	20126859	+
Cep68	11	20127040	20149432	-
Slc1a4	11	20202183	20232716	-
Gm12033	11	20234837	20236087	-
Sertad2	11	20443256	20553024	+
Aftph	11	20585087	20641592	-
1110067D22Rik	11	20723579	20731059	-
Gm12037	11	20731484	20731922	-
Peli1	11	20991294	21050326	+
Vps54	11	21138892	21221139	+
Ugp2	11	21221141	21271204	-
Gm12043	11	21270403	21274164	+
4932414J04Rik	11	21394733	21411181	-
Mdh1	11	21456790	21472370	-
Wdpcp	11	21472238	21798992	+
Otx1	11	21894767	21902900	-
Ehbp1	11	21905831	22242295	-
Gm12050	11	22338824	22339778	-
Gm12051	11	22383611	22391366	+
Tmem17	11	22412091	22419237	+
Gm17335	11	22500338	22510882	-
Gm12052	11	22517411	22518490	+
Gm12055	11	22629900	22632989	-
Gm12056	11	22634041	22637940	+
Commd1	11	22734744	22882382	-
B3gnt2	11	22734747	22760961	-
RP23-242C19.6	11	22739299	22742604	+
RP23-242C19.5	11	22758931	22761264	+
Zrsr1	11	22873215	22876498	+
Cct4	11	22890519	22903780	+
Fam161a	11	22907531	22930788	+
Gm12059	11	22967998	22975574	+
1700061J23Rik	11	23052140	23066375	+
Xpo1	11	23156041	23198249	+
Usp34	11	23206916	23389744	+
Ahsa2	11	23387882	23398030	-
1700030C12Rik	11	23397753	23399661	+
1700093K21Rik	11	23416203	23421155	-
Gm12060	11	23458058	23458842	-
0610010F05Rik	11	23464961	23533639	-
Pex13	11	23546479	23565959	-
Pus10	11	23565674	23632876	+
Rel	11	23641514	23670970	-
Papolg	11	23762646	23795253	-
Gm12061	11	23794560	23795488	+
A830031A19Rik	11	23948955	23975054	-
Gm12063	11	23976559	23977367	+
Bcl11a	11	23978056	24074123	+
Gm12064	11	23999688	24015405	-
4930538E20Rik	11	24060528	24072824	-
Gm12065	11	24098737	24102624	-
Gm12066	11	24101418	24117601	+
Gm12068	11	24326246	24622646	+
4933430M04Rik	11	24381909	24469952	+
Gm10466	11	24621006	24630722	-
Gm12665	11	24803983	24826058	-
Gm12069	11	25201263	25222786	+
4933427E13Rik	11	25226107	25267137	+
5730522E02Rik	11	25502763	26110763	-
Fancl	11	26286135	26371876	+
Vrk2	11	26371322	26493999	-
Gm6899	11	26493241	26493862	+
Gm6685	11	28239128	28239814	-
Gm12081	11	28260362	28264339	+
Ccdc85a	11	28285685	28484324	-
2810471M01Rik	11	28581564	28593276	+
Gm12082	11	28651633	28715767	+
Efemp1	11	28753204	28826743	+
Pnpt1	11	29030744	29061828	+
A630052C17Rik	11	29070909	29073558	-
Smek2	11	29072890	29120797	+
Ccdc104	11	29121532	29147409	-
Ccdc88a	11	29273658	29410812	+
Prorsd1	11	29411757	29415033	-
Gm12089	11	29415086	29417355	+
Mtif2	11	29426408	29445279	+
Rps27a	11	29445846	29448109	-
1700034F02Rik	11	29447950	29478367	+
Gm12088	11	29495787	29497700	+
Gm12092	11	29512324	29545509	-
Rtn4	11	29592947	29644331	+
Eml6	11	29643048	29926033	-
4931440F15Rik	11	29722395	29725668	-
Spnb2	11	29999395	30168175	-
Gm17674	11	30026865	30027539	+
Gm17438	11	30094608	30095702	+
Gm8098	11	30167464	30180491	+
4930505A04Rik	11	30326006	30371827	-
Acyp2	11	30405991	30549587	-
Gm12100	11	30650832	30656147	+
Psme4	11	30671726	30780361	+
Gpr75	11	30785358	30793729	+
Erlec1	11	30829784	30854335	-
Asb3	11	30854395	31002704	+
Chac2	11	30876707	30886350	-
Gm17332	11	31082376	31082462	-
Stc2	11	31257307	31270074	-
Bod1	11	31565181	31571919	-
D630024D03Rik	11	31690113	31724524	-
Gm12107	11	31732660	31738214	+
Cpeb4	11	31772211	31835634	+
4930524B15Rik	11	31865592	31879651	+
Nsg2	11	31900463	31959202	+
Gm12108	11	31995261	32001228	-
Il9r	11	32087541	32100279	-
Snrnp25	11	32105415	32108984	+
Rhbdf1	11	32109585	32122300	-
Nprl3	11	32125628	32167707	-
Mpg	11	32126505	32132700	+
Hba-x	11	32176400	32178116	+
Hba-a1	11	32183511	32184465	+
Hbq1b	11	32186965	32187784	+
Hba-a2	11	32196489	32197301	+
Hbq1a	11	32200069	32200873	+
Sh3pxd2b	11	32247820	32328173	+
Ubtd2	11	32355370	32416687	+
Efcab9	11	32422751	32432081	-
Stk10	11	32433305	32524587	+
Fbxw11	11	32542724	32646816	+
Gm10462	11	32625838	32626208	+
4930555O08Rik	11	32689762	32690725	-
1700008A04Rik	11	32718529	32724605	-
Gm12111	11	32803137	32826160	-
Gm12114	11	32968551	32980521	+
Fgf18	11	33017430	33047400	-
Npm1	11	33052287	33063206	-
Tlx3	11	33100752	33103588	-
Gm12116	11	33104055	33121477	+
Ranbp17	11	33111794	33413746	-
Gabrp	11	33450781	33478959	-
D130052B06Rik	11	33499302	33525618	+
Kcnip1	11	33529339	33893152	-
Gm12119	11	33595894	33597908	+
Gm12120	11	33605550	33611435	+
Kcnmb1	11	33863013	33873641	+
4930469K13Rik	11	33873961	33998554	-
Lcp2	11	33946920	33992295	+
Gm12121	11	34041827	34043421	+
Foxi1	11	34104338	34108089	-
Dock2	11	34126815	34597394	-
4930403D09Rik	11	34199707	34208113	+
Fam196b	11	34214822	34322640	+
Ccdc99	11	34622692	34647143	-
Gm12711	11	34693841	34696033	+
Slit3	11	34934726	35522009	+
Gm12122	11	35163571	35164287	+
Pank3	11	35582986	35604787	+
Fbll1	11	35610883	35612386	-
Rars	11	35621883	35648008	-
Wwc1	11	35651902	35794029	-
Odz2	11	35820158	37049466	-
Gm12126	11	35894166	35897356	+
Gm12127	11	36091543	36093489	+
Gm12128	11	37472491	37486668	+
Gm12130	11	38306832	38333515	-
Gm12132	11	39821696	40151333	+
3110004A20Rik	11	40288220	40289179	-
Mat2b	11	40492816	40508705	-
Hmmr	11	40514890	40546939	-
Nudcd2	11	40547169	40553548	+
Ccng1	11	40562054	40568813	-
Gm12139	11	41032339	41034598	+
A230004M16Rik	11	41523844	41786619	+
Gabrg2	11	41723697	41814359	-
Gabra1	11	41944441	41996432	-
Gabra6	11	42119939	42134574	-
Gabrb2	11	42233259	42446092	+
Gm9972	11	42849248	42850780	+
Gm12145	11	42919642	42929796	-
Atp10b	11	42963379	43075787	+
Gm12146	11	43010926	43073286	-
Gm12144	11	43043065	43045766	-
Gm12147	11	43073293	43124590	-
Gm12148	11	43198984	43200685	+
Pttg1	11	43233752	43239753	-
Slu7	11	43247246	43261483	+
C1qtnf2	11	43287778	43305027	+
Ccnjl	11	43342286	43400499	+
Gm12150	11	43393104	43394618	-
4933415A04Rik	11	43400542	43402550	+
Fabp6	11	43409551	43415042	-
Pwwp2a	11	43495500	43534993	+
Ttc1	11	43543014	43561510	-
Adra1b	11	43588108	43714712	-
Gm12153	11	43772591	43948489	+
Gm12154	11	44079065	44080711	-
Il12b	11	44213565	44227535	+
Ublcp1	11	44268073	44284000	-
Rnf145	11	44332466	44379022	+
4930597A21Rik	11	44399819	44404731	+
Ebf1	11	44430819	44821593	+
Gm12158	11	44473024	44476178	-
Gm12159	11	44916368	44930430	-
Gm12160	11	44974445	45027158	+
Gm12162	11	45222544	45234286	-
Gm12162	11	45265901	45282006	-
F630206G17Rik	11	45621589	45654673	+
Clint1	11	45665507	45724127	+
Lsm11	11	45741771	45758437	-
Thg1l	11	45760345	45768996	-
Sox30	11	45793812	45831496	+
Gm12166	11	45864856	45865823	-
Adam19	11	45868004	45960845	+
Gm16033	11	45957285	45960618	-
Gm16034	11	45957399	45958516	-
Nipal4	11	45961657	45980010	-
Cyfip2	11	46007357	46125852	-
C030019I05Rik	11	46049033	46053374	+
Itk	11	46138652	46203017	-
Gm12167	11	46155789	46158522	+
Fam71b	11	46210061	46221484	+
Med7	11	46250427	46256223	+
2310031A07Rik	11	46253864	46260750	-
Havcr2	11	46268437	46294757	+
Gm12169	11	46337714	46351658	+
Gm12171	11	46357711	46370569	+
BC053393	11	46385038	46402734	+
Dppa1	11	46421274	46442763	-
Gm4926	11	46450018	46458508	-
Timd2	11	46482462	46520563	-
Havcr1	11	46548582	46593080	+
Timd4	11	46624302	46657834	+
Sgcd	11	46709755	47802471	-
Gnb2l1	11	48613834	48619936	+
Trim41	11	48619906	48630855	-
Gm12184	11	48638848	48640157	-
Trim7	11	48639642	48665711	+
Gm16170	11	48657150	48666995	-
Irgm1	11	48675470	48685185	-
Gm5431	11	48700924	48715654	-
Gm12185	11	48718158	48805728	-
Psme2b-ps	11	48758856	48759692	-
9930111J21Rik1	11	48759652	48792900	-
Olfr56	11	48792391	48948889	+
Tgtp1	11	48798829	48807674	-
9930111J21Rik2	11	48829376	48864744	-
Tgtp2	11	48870696	48877708	-
Ifi47	11	48890089	48910476	+
Olfr1396	11	48926279	48928376	-
Olfr1395	11	48961761	48962714	+
Olfr1394	11	48973518	48974456	+
Btnl9	11	48979087	49000661	-
Zfp62	11	49016794	49032318	+
Mgat1	11	49057693	49076532	+
Olfr1393	11	49093652	49094587	+
Olfr1392	11	49106799	49107816	+
Olfr10	11	49131050	49131991	+
Olfr1391	11	49140915	49141850	+
Olfr1390	11	49154036	49154971	+
Olfr1389	11	49243929	49245001	+
Olfr1388	11	49257355	49258290	+
Olfr1387	11	49273183	49274118	+
Olfr1386	11	49283556	49284683	+
Olfr1385	11	49308037	49308966	+
Olfr1384	11	49327120	49328153	+
Olfr1383	11	49337223	49338162	+
Olfr1382	11	49348689	49349624	+
Olfr1381	11	49365251	49366188	+
Olfr1380	11	49377425	49378362	+
Flt4	11	49422765	49466241	+
Scgb3a1	11	49477112	49478620	+
Cnot6	11	49485005	49526225	-
Gfpt2	11	49607680	49652115	+
Mapk9	11	49660253	49699923	+
Rasgef1c	11	49715337	49794496	+
Rnf130	11	49838848	49918260	+
Tbc1d9b	11	49944898	49986287	+
Gm12195	11	49947584	49948506	-
3010026O09Rik	11	49987946	50013617	+
Sqstm1	11	50012868	50024329	-
Mgat4b	11	50024392	50048605	+
Ltc4s	11	50049971	50052118	-
Gm16641	11	50050511	50102341	+
Maml1	11	50069136	50105838	-
Canx	11	50107969	50139175	-
Cby3	11	50167964	50173201	+
Hnrnph1	11	50190492	50200030	+
Rufy1	11	50202788	50244627	-
Gm12198	11	50412800	50415950	-
Adamts2	11	50415586	50621075	+
Gm12199	11	50531172	50532417	-
Gm12200	11	50533584	50539046	-
Zfp354c	11	50624588	50641226	-
Zfp879	11	50645533	50655054	-
Grm6	11	50664187	50679710	+
Gm12660	11	50664834	50666084	-
Zfp454	11	50686222	50701153	-
Zfp2	11	50712214	50729667	-
Zfp354b	11	50735325	50745135	-
4933414I15Rik	11	50754213	50757267	-
Prop1	11	50764308	50767253	-
Olfr1378	11	50782522	50783469	+
Olfr1377	11	50798160	50799222	+
Olfr51	11	50820476	50821399	+
Olfr54	11	50840506	50841447	+
Olfr1375-ps1	11	50861611	50862552	+
Zfp354a	11	50872759	50886301	+
9230009I02Rik	11	50898589	50905335	+
5133400J02Rik	11	51003335	51033920	-
Gm12569	11	51046967	51048555	+
BC049762	11	51067153	51076548	-
Clk4	11	51075232	51095268	+
Col23a1	11	51103422	51397420	+
Agxt2l2	11	51398259	51417991	+
Hnrnpab	11	51412372	51420349	-
Nhp2	11	51433237	51437216	+
Rmnd5b	11	51437173	51449398	-
N4bp3	11	51456565	51464344	-
D930048N14Rik	11	51464456	51471183	+
0610009B22Rik	11	51498888	51502376	-
Sec24a	11	51505765	51577136	-
Sar1b	11	51577189	51605427	+
Phf15	11	51626957	51671155	-
Gm16953	11	51763384	52083016	-
Cdkn2aipnl	11	51781163	51790836	+
Ube2b	11	51798999	51814264	-
Gm12204	11	51814355	51815413	+
Cdkl3	11	51817723	51903286	+
Gm12205	11	51852352	51852973	-
Ppp2ca	11	51912183	51941280	+
Gm17500	11	51938032	51941281	-
Olfr1373	11	51958095	51959030	-
Olfr1371	11	52026552	52027489	-
Skp1a	11	52045497	52060360	+
Gm12207	11	52047226	52050121	+
Tcf7	11	52065873	52096681	-
A630014C17Rik	11	52089557	52099681	+
Vdac1	11	52174362	52202899	+
9530068E07Rik	11	52209930	52222230	+
Fstl4	11	52578136	53002040	+
Gm11186	11	52924953	52933558	-
Hspa4	11	53073316	53113959	-
Zcchc10	11	53138181	53146803	+
Aff4	11	53164335	53235332	+
Leap2	11	53235683	53236672	-
Uqcrq	11	53241424	53244333	-
Gdf9	11	53244525	53251406	+
Gm10447	11	53268306	53270612	-
Shroom1	11	53270707	53281268	+
Gm12212	11	53275881	53277115	-
Gm9837	11	53283251	53283981	-
Ankrd43	11	53290075	53293776	-
Gm9945	11	53293668	53294599	+
Sep-08	11	53332759	53363067	+
A430108G06Rik	11	53378190	53380815	-
Kif3a	11	53380881	53417746	+
Il4	11	53416484	53432171	-
Il13	11	53444826	53448204	-
Rad50	11	53463021	53520821	-
Il5	11	53534296	53538608	+
Gm12214	11	53537455	53538120	-
Irf1	11	53583516	53591876	+
Gm17334	11	53585783	53586689	-
Gm12216	11	53596920	53672758	-
Gm11006	11	53606266	53606378	-
Slc22a5	11	53678044	53705162	-
Slc22a21	11	53763467	53793834	-
Slc22a4	11	53796625	53841592	-
Pdlim4	11	53868430	53882516	-
P4ha2	11	53913597	53945167	+
4933405E24Rik	11	53991274	54026787	-
Csf2	11	54060773	54063169	-
Gm12223	11	54061102	54067997	+
Il3	11	54078805	54080779	-
Acsl6	11	54117300	54178258	+
Gm12224	11	54153871	54166981	-
4930404A10Rik	11	54184154	54240292	+
Fnip1	11	54251701	54331737	+
Rapgef6	11	54336349	54512787	+
Cdc42se2	11	54530958	54601177	-
Gm12227	11	54542179	54547825	+
Gm12228	11	54633421	54638469	+
Lyrm7	11	54640368	54674418	-
Hint1	11	54679885	54684003	+
Gpx3	11	54715955	54723879	+
Tnip1	11	54724289	54776419	-
Anxa6	11	54792610	54846947	-
Ccdc69	11	54863233	54891633	-
Gm2a	11	54911617	54926531	+
Slc36a3	11	54938317	54965210	-
Gm12233	11	54950546	54953695	+
Slc36a2	11	54971972	54998579	-
4921508A21Rik	11	55005221	55011366	-
Slc36a1	11	55017852	55049832	+
Fat2	11	55064111	55150066	-
Sparc	11	55208002	55233582	-
Atox1	11	55260143	55274741	-
G3bp1	11	55283187	55318340	+
Gm12238	11	55296208	55296331	+
Glra1	11	55327740	55421700	-
Gm12236	11	55328348	55341217	+
Gm12239	11	55585590	55884350	+
Nmur2	11	55838489	55854512	-
Gria1	11	56824889	57143746	+
Fam114a2	11	57296492	57332146	-
Mfap3	11	57332166	57347317	+
Gm12243	11	57386014	57388097	+
4933424L21Rik	11	57437200	57462996	-
Galnt10	11	57458944	57601016	+
4933426K07Rik	11	57468917	57471328	-
2010001A14Rik	11	57609001	57614919	-
Sap30l	11	57615139	57623719	+
Hand1	11	57642207	57646320	-
Gm11003	11	57651266	57651591	+
Gm12249	11	57783746	57786636	-
Larp1	11	57822566	57875533	+
Cnot8	11	57917655	57932096	+
Gemin5	11	57933504	57982041	-
Gm12246	11	57939570	57942014	+
Mrpl22	11	57985163	57993067	+
Igtp	11	58013058	58021093	+
Irgm2	11	58028530	58036282	+
4930438A08Rik	11	58088301	58107791	+
Zfp692	11	58120571	58128129	+
Zfp672	11	58128616	58136848	-
1700047K16Rik	11	58136490	58137941	+
Gm9900	11	58141223	58143841	-
Sh3bp5l	11	58144226	58161230	+
2210415F13Rik	11	58192545	58204230	+
1810065E05Rik	11	58234613	58239526	+
Gm12253	11	58246061	58255124	+
4930504O13Rik	11	58259651	58266425	-
Olfr30	11	58268417	58269482	-
Olfr332	11	58303221	58304255	-
Olfr331	11	58315007	58323593	-
Olfr330	11	58342431	58348327	-
Olfr328	11	58364807	58368144	-
Olfr224	11	58379836	58382757	-
Olfr325	11	58394315	58395379	+
Olfr324	11	58410847	58411968	+
2210407C18Rik	11	58421706	58429577	-
Olfr323	11	58438575	58439546	-
Trim58	11	58453967	58465906	+
Olfr179	11	58479003	58480130	+
Olfr320	11	58497377	58498304	+
Olfr319	11	58515205	58516125	+
Olfr318	11	58533628	58534548	-
Olfr317	11	58545598	58546725	-
Olfr316	11	58571106	58572116	+
Olfr315	11	58591591	58592588	+
Olfr314	11	58599641	58600771	+
Fam183b	11	58606299	58615462	-
Olfr313	11	58630430	58631503	+
Olfr312	11	58644658	58645584	+
Olfr311	11	58654618	58655544	+
Gm12258	11	58660660	58672151	+
Gm12258	11	58672935	58675458	+
Gm12259	11	58679467	58680656	+
2810021J22Rik	11	58680718	58696790	+
Zfp39	11	58701655	58717727	-
Gm12256	11	58703212	58705050	+
Gm12257	11	58717904	58719672	+
Butr1	11	58731410	58740660	+
Rnf187	11	58745790	58752418	-
Hist3h2ba	11	58762413	58763032	+
Hist3h2a	11	58768187	58770176	+
Trim17	11	58768187	58786600	+
2310058D17Rik	11	58779250	58791552	-
Trim11	11	58791595	58804960	+
Obscn	11	58807758	58949904	-
Gm10435	11	58816412	58820795	+
A230051G13Rik	11	58968871	58977241	-
Gjc2	11	58989068	58996715	-
Guk1	11	58997357	59005714	-
2610507I01Rik	11	59013338	59015887	-
Mrpl55	11	59015988	59019636	+
2310033P09Rik	11	59021823	59024240	+
Arf1	11	59024914	59041772	-
Wnt3a	11	59061535	59104254	-
Wnt9a	11	59120430	59147054	+
Prss38	11	59186171	59189159	-
Gm15755	11	59188963	59193407	+
Snap47	11	59220636	59264688	-
Jmjd4	11	59263547	59272069	+
Zfp867	11	59274699	59285976	-
Zkscan17	11	59299022	59340253	-
4933439C10Rik	11	59319164	59327149	+
Nlrp3	11	59355070	59380458	+
Olfr222	11	59384201	59385315	-
Olfr223	11	59402569	59403670	-
Olfr225	11	59426468	59427727	+
Mprip	11	59474807	59594362	+
1700007J10Rik	11	59539419	59553656	-
Gm12264	11	59588788	59593823	-
Pld6	11	59597399	59601147	-
Flcn	11	59604910	59623518	-
Gm16062	11	59623582	59631993	+
Cops3	11	59631297	59653340	-
Nt5m	11	59652949	59694470	+
Gm12714	11	59711876	59720821	+
1810063I02Rik	11	59735001	59735391	+
1700013G23Rik	11	59760391	59761644	-
Med9	11	59761708	59775707	+
Rasd1	11	59776683	59778446	-
Pemt	11	59784116	59859991	-
