gene	sample	expression
ADH1C	Tumor_32	-0.553153762
COL3A1	Tumor_32	1.896389736
SCGB1A1	Tumor_32	-3.138746997
FHL1	Tumor_32	-0.474808607
SPP1	Tumor_32	2.228075031
LAD1	Tumor_32	2.288395533
CLDN18	Tumor_32	-1.954500452
CDCA5	Tumor_32	-0.729573222
KRT16	Tumor_32	1.943891384
KRT5	Tumor_32	-0.409933462
PERP	Tumor_32	1.919166815
NTS	Tumor_32	0.086718224
HPGD	Tumor_32	-0.760002152
MFAP4	Tumor_32	-2.146841388
SLC2A1	Tumor_33	2.24899530866667
NBPF14	Tumor_33	1.16550633
SPRR2C	Tumor_33	2.402484449
TSHZ2	Tumor_33	-2.480761682
ALDH3A1	Tumor_33	-0.378698336
PEBP4	Tumor_33	-2.032247544
AKR1C3	Tumor_33	1.773505572
FMO2	Tumor_33	1.029081064
PVRL4	Tumor_33	2.704587951
FAM75A1	Tumor_33	-0.766857193
C1orf187	Tumor_33	1.632596245
COL1A1	Tumor_33	2.949959318
HBE1	Tumor_33	0.610285795
TP63	Tumor_33	4.735132884
SFTPC	Tumor_33	-1.572586549
BBC3	Tumor_33	2.033166864
ALDH3B2	Tumor_33	2.671802121
SPRR3	Tumor_33	3.072149786
S1PR1	Tumor_33	-1.008820353
KRT17	Tumor_33	4.001532662
ADRB1	Tumor_33	-1.51564144
KRT14	Tumor_33	4.325216252
SPRR2G	Tumor_33	2.300162886
LYPD3	Tumor_33	0.947439326
AKR1C2	Tumor_33	1.52772379433333
IGSF10	Tumor_33	-0.430951989
PVRL1	Tumor_33	1.877925504
SPRR1B	Tumor_33	2.512271634
WDR72	Tumor_33	0.589449892
FABP4	Tumor_33	-0.975833689
LOC100132639	Tumor_33	3.010248883
SERPINB3	Tumor_33	1.812177306
FGF11	Tumor_33	0.830639146
KRT13	Tumor_33	2.3721461625
LOC729070	Tumor_33	-1.444432192
TTK	Tumor_33	-0.405780392
GJB2	Tumor_33	3.982051139
CLCA2	Tumor_33	1.647839704
PI4KAP1	Tumor_33	-2.447582596
PFN2	Tumor_33	1.115614728
SFTPH	Tumor_33	-1.870504306
EPAS1	Tumor_33	-1.819297872
AGER	Tumor_33	-1.668340187
LOC346085	Tumor_33	1.340690914
SFN	Tumor_33	3.018467547
DSG3	Tumor_33	3.3176807135
AQP4	Tumor_33	-1.3063537455
KRT15	Tumor_33	2.318794071
MMP12	Tumor_33	3.618208434
CTHRC1	Tumor_33	1.779878077
ADH1B	Tumor_33	-2.202311819
PI3	Tumor_33	2.313332071
CDH5	Tumor_33	-1.502761438
SPRR1A	Tumor_33	0.732414502
AKR1B10	Tumor_33	1.810480533
PTPRZ1	Tumor_33	1.255411165
TENC1	Tumor_33	-0.42386135
MMP10	Tumor_33	0.722466024
ADH1C	Tumor_33	-1.74757724
COL3A1	Tumor_33	-0.380925226
SCGB1A1	Tumor_33	-1.515916673
FHL1	Tumor_33	-0.398822303
SPP1	Tumor_33	1.604254123
LAD1	Tumor_33	2.511349272
CLDN18	Tumor_33	-1.941106311
CDCA5	Tumor_33	-0.598402251
KRT16	Tumor_33	3.573951054
KRT5	Tumor_33	3.748258521
PERP	Tumor_33	2.357252078
NTS	Tumor_33	3.293215273
HPGD	Tumor_33	-0.432053476
MFAP4	Tumor_33	-1.803411334
SLC2A1	Tumor_34	3.165519457
NBPF14	Tumor_34	1.371396771
SPRR2C	Tumor_34	4.381138825
TSHZ2	Tumor_34	-3.121186347
ALDH3A1	Tumor_34	0.5978011085
PEBP4	Tumor_34	-1.919648586
AKR1C3	Tumor_34	2.775736688
FMO2	Tumor_34	-0.882010939
PVRL4	Tumor_34	4.283844378
FAM75A1	Tumor_34	-1.430091225
C1orf187	Tumor_34	0.448608649
COL1A1	Tumor_34	0.803879594
HBE1	Tumor_34	-2.524420959
TP63	Tumor_34	5.531868775
SFTPC	Tumor_34	-3.844997817
BBC3	Tumor_34	2.155278225
ALDH3B2	Tumor_34	1.710961198
SPRR3	Tumor_34	4.533698028
S1PR1	Tumor_34	-1.59275024
KRT17	Tumor_34	4.146746019
ADRB1	Tumor_34	-0.821074264
KRT14	Tumor_34	5.532109528
SPRR2G	Tumor_34	4.052861216
LYPD3	Tumor_34	3.36410323
AKR1C2	Tumor_34	1.74047498133333
IGSF10	Tumor_34	0.871401511
PVRL1	Tumor_34	2.601414232
SPRR1B	Tumor_34	3.4371442915
WDR72	Tumor_34	1.642206453
FABP4	Tumor_34	-0.92678335
LOC100132639	Tumor_34	2.197658397
SERPINB3	Tumor_34	3.395363541
FGF11	Tumor_34	-0.679387633
KRT13	Tumor_34	3.5909205585
LOC729070	Tumor_34	-1.476112037
TTK	Tumor_34	-0.391907624
GJB2	Tumor_34	4.746768769
CLCA2	Tumor_34	1.909009232
PI4KAP1	Tumor_34	-1.807354922
PFN2	Tumor_34	1.183430505
SFTPH	Tumor_34	-0.985064399
EPAS1	Tumor_34	-1.917298861
AGER	Tumor_34	-2.053652879
LOC346085	Tumor_34	-0.528325653
SFN	Tumor_34	2.098052373
DSG3	Tumor_34	4.081730171
AQP4	Tumor_34	-0.216349411
KRT15	Tumor_34	1.370249578
MMP12	Tumor_34	3.838279495
CTHRC1	Tumor_34	0.246089806
ADH1B	Tumor_34	-1.67251238
PI3	Tumor_34	2.681981479
CDH5	Tumor_34	-1.73057677
SPRR1A	Tumor_34	2.934411658
AKR1B10	Tumor_34	2.527711887
PTPRZ1	Tumor_34	1.846467007
TENC1	Tumor_34	-1.716546053
MMP10	Tumor_34	0.242458044
ADH1C	Tumor_34	1.936322628
COL3A1	Tumor_34	0.730487799
SCGB1A1	Tumor_34	-2.727945405
FHL1	Tumor_34	-1.376022276
SPP1	Tumor_34	1.370412253
LAD1	Tumor_34	2.948638363
CLDN18	Tumor_34	-2.518325308
CDCA5	Tumor_34	-1.201170734
KRT16	Tumor_34	4.792613289
KRT5	Tumor_34	5.354097208
PERP	Tumor_34	4.47781355
NTS	Tumor_34	0.851399702
HPGD	Tumor_34	-0.744420023
MFAP4	Tumor_34	-3.49777793
SLC2A1	Tumor_35	0.353674303333333
NBPF14	Tumor_35	2.316689718
SPRR2C	Tumor_35	2.457560592
TSHZ2	Tumor_35	-2.136538833
ALDH3A1	Tumor_35	1.6101483165
PEBP4	Tumor_35	-1.81369422
AKR1C3	Tumor_35	0.45773723
FMO2	Tumor_35	-0.305368614
PVRL4	Tumor_35	2.544428418
FAM75A1	Tumor_35	-0.789894575
C1orf187	Tumor_35	1.237499314
COL1A1	Tumor_35	2.247039303
HBE1	Tumor_35	-2.842476063
TP63	Tumor_35	3.791110077
SFTPC	Tumor_35	-1.680904608
BBC3	Tumor_35	2.023083613
ALDH3B2	Tumor_35	2.019585826
SPRR3	Tumor_35	1.909584705
S1PR1	Tumor_35	-0.838267914
KRT17	Tumor_35	3.158021082
ADRB1	Tumor_35	-1.758681075
KRT14	Tumor_35	4.292999314
SPRR2G	Tumor_35	2.034225046
LYPD3	Tumor_35	2.384300542
AKR1C2	Tumor_35	0.659887001333333
IGSF10	Tumor_35	0.542682697
PVRL1	Tumor_35	2.882685723
SPRR1B	Tumor_35	2.355483539
WDR72	Tumor_35	2.005721204
FABP4	Tumor_35	-0.246769351
LOC100132639	Tumor_35	2.710806434
SERPINB3	Tumor_35	2.560459331
FGF11	Tumor_35	1.003324184
KRT13	Tumor_35	3.167627779
LOC729070	Tumor_35	-1.438842821
TTK	Tumor_35	-0.133166451
GJB2	Tumor_35	3.804531156
CLCA2	Tumor_35	2.708718404
PI4KAP1	Tumor_35	-1.170693787
PFN2	Tumor_35	-0.273919602
SFTPH	Tumor_35	-0.99078147
EPAS1	Tumor_35	-1.659048019
AGER	Tumor_35	-1.532750414
LOC346085	Tumor_35	-0.71897486
SFN	Tumor_35	2.126108769
DSG3	Tumor_35	2.7137913975
AQP4	Tumor_35	-0.1565494805
KRT15	Tumor_35	1.977584485
MMP12	Tumor_35	3.674348423
CTHRC1	Tumor_35	1.583741873
ADH1B	Tumor_35	-0.66259898
PI3	Tumor_35	-0.055448739
CDH5	Tumor_35	-1.05639917
SPRR1A	Tumor_35	1.769054232
AKR1B10	Tumor_35	0.579846078
PTPRZ1	Tumor_35	1.840900944
TENC1	Tumor_35	-0.585765113
MMP10	Tumor_35	1.610385098
ADH1C	Tumor_35	-0.548147343
COL3A1	Tumor_35	1.653663966
SCGB1A1	Tumor_35	-1.255242571
FHL1	Tumor_35	0.708394578
SPP1	Tumor_35	1.698059155
LAD1	Tumor_35	1.838986531
CLDN18	Tumor_35	-2.0754902
CDCA5	Tumor_35	-0.412477259
KRT16	Tumor_35	3.99203125
KRT5	Tumor_35	3.774646731
PERP	Tumor_35	2.421772333
NTS	Tumor_35	3.238261353
HPGD	Tumor_35	-0.131163855
MFAP4	Tumor_35	-1.581094683
SLC2A1	Tumor_36	2.29762890066667
NBPF14	Tumor_36	1.949373927
SPRR2C	Tumor_36	2.448726723
TSHZ2	Tumor_36	-2.23723093
ALDH3A1	Tumor_36	-1.489799236
PEBP4	Tumor_36	-1.859109482
AKR1C3	Tumor_36	1.094328573
FMO2	Tumor_36	0
PVRL4	Tumor_36	2.071429858
FAM75A1	Tumor_36	-0.735295069
C1orf187	Tumor_36	1.293289674
COL1A1	Tumor_36	2.203650327
HBE1	Tumor_36	-1.909549242
TP63	Tumor_36	5.079267479
SFTPC	Tumor_36	-2.433578789
BBC3	Tumor_36	2
ALDH3B2	Tumor_36	2.611962566
SPRR3	Tumor_36	2.515328313
S1PR1	Tumor_36	-0.8072684245
KRT17	Tumor_36	3.900503125
ADRB1	Tumor_36	-0.391424942
KRT14	Tumor_36	4.922677783
SPRR2G	Tumor_36	2.044643915
LYPD3	Tumor_36	2.188819313
AKR1C2	Tumor_36	0.626829416
IGSF10	Tumor_36	1.253408382
PVRL1	Tumor_36	2.069451881
SPRR1B	Tumor_36	3.54105139
WDR72	Tumor_36	1.704055694
FABP4	Tumor_36	0.002197556
LOC100132639	Tumor_36	2.619567546
SERPINB3	Tumor_36	3.138782989
FGF11	Tumor_36	1.575114715
KRT13	Tumor_36	1.693006773
LOC729070	Tumor_36	0.390416941
TTK	Tumor_36	0.392006531
GJB2	Tumor_36	5.482292351
CLCA2	Tumor_36	2.910900471
PI4KAP1	Tumor_36	-1.269568785
PFN2	Tumor_36	0.998051436
SFTPH	Tumor_36	-0.441397224
EPAS1	Tumor_36	-1.438047126
AGER	Tumor_36	-1.367731785
LOC346085	Tumor_36	0.586591025
SFN	Tumor_36	2.59255565
DSG3	Tumor_36	3.40130027
AQP4	Tumor_36	-0.38926112
KRT15	Tumor_36	1.915449499
MMP12	Tumor_36	2.183872615
CTHRC1	Tumor_36	1.173775858
ADH1B	Tumor_36	-1.347154071
PI3	Tumor_36	4.007892094
CDH5	Tumor_36	-0.816933899
SPRR1A	Tumor_36	3.32277153
AKR1B10	Tumor_36	-0.614214603
PTPRZ1	Tumor_36	1.366840517
TENC1	Tumor_36	-0.543725468
MMP10	Tumor_36	0.915607813
ADH1C	Tumor_36	-0.451925529
COL3A1	Tumor_36	0.650113935
SCGB1A1	Tumor_36	-2.260579777
FHL1	Tumor_36	-0.607164004
SPP1	Tumor_36	0.536421572
LAD1	Tumor_36	2.955382358
CLDN18	Tumor_36	-2.725825037
CDCA5	Tumor_36	0.131915518
KRT16	Tumor_36	4.200307524
KRT5	Tumor_36	4.637377035
PERP	Tumor_36	3.17394389
NTS	Tumor_36	-0.219718668
HPGD	Tumor_36	-0.294943654
MFAP4	Tumor_36	-2.572651933
SLC2A1	Tumor_37	1.70681413466667
NBPF14	Tumor_37	3.688192658
SPRR2C	Tumor_37	1.214724611
TSHZ2	Tumor_37	-3.073413158
ALDH3A1	Tumor_37	1.918437722
PEBP4	Tumor_37	-2.042169454
AKR1C3	Tumor_37	2.732220592
FMO2	Tumor_37	-0.427748551
PVRL4	Tumor_37	2.305216368
FAM75A1	Tumor_37	-0.435632409
C1orf187	Tumor_37	2.030308201
COL1A1	Tumor_37	2.670986245
HBE1	Tumor_37	-1.397435183
TP63	Tumor_37	5.086540107
SFTPC	Tumor_37	-2.650305965
BBC3	Tumor_37	2.393407483
ALDH3B2	Tumor_37	3.111064876
SPRR3	Tumor_37	2.707628049
S1PR1	Tumor_37	-0.783118407
KRT17	Tumor_37	2.947018708
ADRB1	Tumor_37	-1.087689129
KRT14	Tumor_37	4.721125252
SPRR2G	Tumor_37	0.544583039
LYPD3	Tumor_37	1.394114726
AKR1C2	Tumor_37	1.867876309
IGSF10	Tumor_37	-0.569449501
PVRL1	Tumor_37	2.106499621
SPRR1B	Tumor_37	2.362154501
WDR72	Tumor_37	1.460189536
FABP4	Tumor_37	-0.888453347
LOC100132639	Tumor_37	1.66704619
SERPINB3	Tumor_37	1.588704902
FGF11	Tumor_37	-0.541689792
KRT13	Tumor_37	2.76032465
LOC729070	Tumor_37	-0.639564085
TTK	Tumor_37	0.031597738
GJB2	Tumor_37	3.184424571
CLCA2	Tumor_37	2.046254461
PI4KAP1	Tumor_37	-0.548645605
PFN2	Tumor_37	1.025204843
SFTPH	Tumor_37	-0.668819412
EPAS1	Tumor_37	-1.998225935
AGER	Tumor_37	-1.986371201
LOC346085	Tumor_37	0.136091621
SFN	Tumor_37	2.295210757
DSG3	Tumor_37	2.674547328
AQP4	Tumor_37	0.1329388815
KRT15	Tumor_37	1.615405819
MMP12	Tumor_37	1.618841499
CTHRC1	Tumor_37	1.891182294
ADH1B	Tumor_37	-1.632096476
PI3	Tumor_37	1.202629167
CDH5	Tumor_37	-0.904367821
SPRR1A	Tumor_37	1.742736382
AKR1B10	Tumor_37	2.715465152
PTPRZ1	Tumor_37	0.801943563
TENC1	Tumor_37	-0.838693452
MMP10	Tumor_37	0.434095835
ADH1C	Tumor_37	-0.442709918
COL3A1	Tumor_37	1.009181861
SCGB1A1	Tumor_37	-3.268412586
FHL1	Tumor_37	-0.299263319
SPP1	Tumor_37	1.053938807
LAD1	Tumor_37	2.757146181
CLDN18	Tumor_37	-2.083416008
CDCA5	Tumor_37	0.172659969
KRT16	Tumor_37	2.98535685
KRT5	Tumor_37	4.433882931
PERP	Tumor_37	2.53550343
NTS	Tumor_37	2.560011914
HPGD	Tumor_37	0.375905716
MFAP4	Tumor_37	-2.667111542
SLC2A1	Tumor_38	0.772987283666667
NBPF14	Tumor_38	3.55439739
SPRR2C	Tumor_38	0.597901556
TSHZ2	Tumor_38	-2.967240252
ALDH3A1	Tumor_38	-0.7786062045
PEBP4	Tumor_38	-2.354611905
AKR1C3	Tumor_38	0.07158141
FMO2	Tumor_38	0.412793556
PVRL4	Tumor_38	2.602104915
FAM75A1	Tumor_38	0.787787335
C1orf187	Tumor_38	1.850295444
COL1A1	Tumor_38	2.075799924
HBE1	Tumor_38	-2.532120063
TP63	Tumor_38	4.759497808
SFTPC	Tumor_38	-2.902194446
BBC3	Tumor_38	2.094182439
ALDH3B2	Tumor_38	1.98426544
SPRR3	Tumor_38	2.402902173
S1PR1	Tumor_38	-1.256698962
KRT17	Tumor_38	2.73940877
ADRB1	Tumor_38	-1.274832977
KRT14	Tumor_38	3.005849796
SPRR2G	Tumor_38	0.57696971
LYPD3	Tumor_38	1.585842998
AKR1C2	Tumor_38	0.17908367
IGSF10	Tumor_38	-0.685454869
PVRL1	Tumor_38	1.492566631
SPRR1B	Tumor_38	0.449966343
WDR72	Tumor_38	0.666262603
FABP4	Tumor_38	-1.268395291
LOC100132639	Tumor_38	0.718768486
SERPINB3	Tumor_38	0.454473899
FGF11	Tumor_38	-0.032126116
KRT13	Tumor_38	1.8769081525
LOC729070	Tumor_38	-1.735616651
TTK	Tumor_38	-0.714747555
GJB2	Tumor_38	2.889528702
CLCA2	Tumor_38	2.670781869
PI4KAP1	Tumor_38	-2.934866168
PFN2	Tumor_38	-1.343263432
SFTPH	Tumor_38	-1.610841133
EPAS1	Tumor_38	-2.29443924
AGER	Tumor_38	-1.663879558
LOC346085	Tumor_38	0.375484125
SFN	Tumor_38	1.455882552
DSG3	Tumor_38	3.2459279445
AQP4	Tumor_38	-1.195089297
KRT15	Tumor_38	1.421168809
MMP12	Tumor_38	3.907352037
CTHRC1	Tumor_38	1.678927435
ADH1B	Tumor_38	-2.316027493
PI3	Tumor_38	1.65829128
CDH5	Tumor_38	-1.434182549
SPRR1A	Tumor_38	0.306745897
AKR1B10	Tumor_38	-2.90595449
PTPRZ1	Tumor_38	2.098290898
TENC1	Tumor_38	-1.565266699
MMP10	Tumor_38	0.38466385
ADH1C	Tumor_38	-1.516975663
COL3A1	Tumor_38	0.606967809
SCGB1A1	Tumor_38	-2.851593157
FHL1	Tumor_38	-0.200515138
SPP1	Tumor_38	1.880726305
LAD1	Tumor_38	2.12316933
CLDN18	Tumor_38	-2.693022247
CDCA5	Tumor_38	-0.450468057
KRT16	Tumor_38	2.63391656
KRT5	Tumor_38	3.331733536
PERP	Tumor_38	2.414522159
NTS	Tumor_38	3.989915388
HPGD	Tumor_38	-0.616213435
MFAP4	Tumor_38	-2.077903382
SLC2A1	Tumor_39	2.43696915133333
NBPF14	Tumor_39	2.385604079
SPRR2C	Tumor_39	3.44548569
TSHZ2	Tumor_39	-2.918295359
ALDH3A1	Tumor_39	-1.216011914
PEBP4	Tumor_39	-1.69738208
AKR1C3	Tumor_39	-0.441237829
FMO2	Tumor_39	-0.348832279
PVRL4	Tumor_39	2.853103797
FAM75A1	Tumor_39	-0.99459917
C1orf187	Tumor_39	1.050881169
COL1A1	Tumor_39	3.076309832
HBE1	Tumor_39	-2.619783862
TP63	Tumor_39	4.644586483
SFTPC	Tumor_39	-1.213771102
BBC3	Tumor_39	1.770073906
ALDH3B2	Tumor_39	1.986634742
SPRR3	Tumor_39	2.50743913
S1PR1	Tumor_39	-0.6233811475
KRT17	Tumor_39	3.952785362
ADRB1	Tumor_39	-1.529109266
KRT14	Tumor_39	4.624815968
SPRR2G	Tumor_39	3.109804009
LYPD3	Tumor_39	2.607802477
AKR1C2	Tumor_39	-0.593347813333333
IGSF10	Tumor_39	-1.855051664
PVRL1	Tumor_39	2.503390252
SPRR1B	Tumor_39	2.7358550385
WDR72	Tumor_39	0.935191704
FABP4	Tumor_39	-0.663247258
LOC100132639	Tumor_39	2.682304378
SERPINB3	Tumor_39	5.006675476
FGF11	Tumor_39	1.632188113
KRT13	Tumor_39	1.760554045
LOC729070	Tumor_39	-0.606746917
TTK	Tumor_39	0.125150775
GJB2	Tumor_39	5.160341721
CLCA2	Tumor_39	3.567684509
PI4KAP1	Tumor_39	-1.494525706
PFN2	Tumor_39	0.067212953
SFTPH	Tumor_39	-1.280753132
EPAS1	Tumor_39	-1.081107921
AGER	Tumor_39	-1.697457402
LOC346085	Tumor_39	-0.283719432
SFN	Tumor_39	3.504344041
DSG3	Tumor_39	3.345639227
AQP4	Tumor_39	-1.058264372
KRT15	Tumor_39	1.075187496
MMP12	Tumor_39	3.247521406
CTHRC1	Tumor_39	1.047734122
ADH1B	Tumor_39	-2.518291461
PI3	Tumor_39	3.275187083
CDH5	Tumor_39	-0.935869663
SPRR1A	Tumor_39	2.652076697
AKR1B10	Tumor_39	-1.532885051
PTPRZ1	Tumor_39	0.70882263
TENC1	Tumor_39	-0.569477253
MMP10	Tumor_39	0.259087221
ADH1C	Tumor_39	-1.390070584
COL3A1	Tumor_39	0.028129373
SCGB1A1	Tumor_39	-1.571851585
FHL1	Tumor_39	-1.024848258
SPP1	Tumor_39	2.486712278
LAD1	Tumor_39	2.513284477
CLDN18	Tumor_39	-1.493694443
CDCA5	Tumor_39	-0.632879287
KRT16	Tumor_39	3.485539322
KRT5	Tumor_39	3.919715544
PERP	Tumor_39	2.416562099
NTS	Tumor_39	-3.084677715
HPGD	Tumor_39	-0.222392421
MFAP4	Tumor_39	-2.958937343
SLC2A1	Tumor_40	2.29927193266667
NBPF14	Tumor_40	0.973581652
SPRR2C	Tumor_40	4.76631209
TSHZ2	Tumor_40	-3.194939209
ALDH3A1	Tumor_40	2.9696608475
PEBP4	Tumor_40	-2.679289883
AKR1C3	Tumor_40	3.420974064
FMO2	Tumor_40	-0.368644594
PVRL4	Tumor_40	4.184424571
FAM75A1	Tumor_40	-1.283202365
C1orf187	Tumor_40	1.876918516
COL1A1	Tumor_40	3.380941691
HBE1	Tumor_40	-2.94753258
TP63	Tumor_40	5.956041897
SFTPC	Tumor_40	-2.397356837
BBC3	Tumor_40	3.342392197
ALDH3B2	Tumor_40	3.360457151
SPRR3	Tumor_40	0.980371193
S1PR1	Tumor_40	-1.087777577
KRT17	Tumor_40	1.879370295
ADRB1	Tumor_40	-0.034269902
KRT14	Tumor_40	2.061533727
SPRR2G	Tumor_40	3.611308597
LYPD3	Tumor_40	2.232660757
AKR1C2	Tumor_40	3.322269398
IGSF10	Tumor_40	1.804044722
PVRL1	Tumor_40	4.078794857
SPRR1B	Tumor_40	2.469845395
WDR72	Tumor_40	2.117523303
FABP4	Tumor_40	-1.031283204
LOC100132639	Tumor_40	0.557056504
SERPINB3	Tumor_40	2.707179047
FGF11	Tumor_40	1.315418986
KRT13	Tumor_40	4.11051642
LOC729070	Tumor_40	-2.279154071
TTK	Tumor_40	1.043037383
GJB2	Tumor_40	4.0728288
CLCA2	Tumor_40	5.213408041
PI4KAP1	Tumor_40	-2.322524127
PFN2	Tumor_40	1.400472872
SFTPH	Tumor_40	-2.218610781
EPAS1	Tumor_40	-1.75653957
AGER	Tumor_40	-2.377840238
LOC346085	Tumor_40	0.710744658
SFN	Tumor_40	2.879450068
DSG3	Tumor_40	4.212871842
AQP4	Tumor_40	-1.0720745325
KRT15	Tumor_40	2.424026283
MMP12	Tumor_40	1.371094152
CTHRC1	Tumor_40	1.803784777
ADH1B	Tumor_40	0.064099694
PI3	Tumor_40	1.711180217
CDH5	Tumor_40	-1.471987791
SPRR1A	Tumor_40	1.89662226
AKR1B10	Tumor_40	4.903548409
PTPRZ1	Tumor_40	4.020812682
TENC1	Tumor_40	-0.303566892
MMP10	Tumor_40	1.549557165
ADH1C	Tumor_40	3.381010977
COL3A1	Tumor_40	0.946960989
SCGB1A1	Tumor_40	-2.068386975
FHL1	Tumor_40	-1.103394869
SPP1	Tumor_40	4.408352221
LAD1	Tumor_40	3.6812696049999998
CLDN18	Tumor_40	-2.762090188
CDCA5	Tumor_40	0.904770544
KRT16	Tumor_40	2.82543038
KRT5	Tumor_40	4.879614592
PERP	Tumor_40	4.083915907
NTS	Tumor_40	4.650478969
HPGD	Tumor_40	0.610627384
MFAP4	Tumor_40	-3.787270676
SLC2A1	Tumor_41	1.42434340066667
NBPF14	Tumor_41	3.096861539
SPRR2C	Tumor_41	2.337804663
TSHZ2	Tumor_41	-2.253756592
ALDH3A1	Tumor_41	-0.32113283
PEBP4	Tumor_41	0.222462545
AKR1C3	Tumor_41	-2.327359574
FMO2	Tumor_41	0.938599455
PVRL4	Tumor_41	4.004092755
FAM75A1	Tumor_41	-1.091336968
C1orf187	Tumor_41	1.211962195
COL1A1	Tumor_41	1.981174183
HBE1	Tumor_41	-1.921428701
TP63	Tumor_41	5.558845848
SFTPC	Tumor_41	-0.757264185
BBC3	Tumor_41	1.237039197
ALDH3B2	Tumor_41	2.769186981
SPRR3	Tumor_41	4.02041146
S1PR1	Tumor_41	-0.441905338
KRT17	Tumor_41	1.159960615
ADRB1	Tumor_41	-0.927996229
KRT14	Tumor_41	1.70268829
SPRR2G	Tumor_41	1.836848863
LYPD3	Tumor_41	2.928036404
AKR1C2	Tumor_41	-1.33540158533333
IGSF10	Tumor_41	0.706524481
PVRL1	Tumor_41	2.638988959
SPRR1B	Tumor_41	2.2009891255
WDR72	Tumor_41	2.926570218
FABP4	Tumor_41	-0.766456891
LOC100132639	Tumor_41	0.433844768
SERPINB3	Tumor_41	2.071029246
FGF11	Tumor_41	1.378674098
KRT13	Tumor_41	2.162619468
LOC729070	Tumor_41	1.069348047
TTK	Tumor_41	0.781307005
GJB2	Tumor_41	3.467274434
CLCA2	Tumor_41	2.759584653
PI4KAP1	Tumor_41	1.178656829
PFN2	Tumor_41	0.814201433
SFTPH	Tumor_41	1.223116764
EPAS1	Tumor_41	-1.038852154
AGER	Tumor_41	-1.441784101
LOC346085	Tumor_41	-0.176862502
SFN	Tumor_41	2.313416595
DSG3	Tumor_41	4.6172005315
AQP4	Tumor_41	2.586894459
KRT15	Tumor_41	0.407695524
MMP12	Tumor_41	2.241594951
CTHRC1	Tumor_41	1.255907532
ADH1B	Tumor_41	0.139041168
PI3	Tumor_41	0.308648155
CDH5	Tumor_41	-0.603257129
SPRR1A	Tumor_41	2.746358729
AKR1B10	Tumor_41	-2.718867737
PTPRZ1	Tumor_41	1.662520902
TENC1	Tumor_41	-0.831318165
MMP10	Tumor_41	-0.799087306
ADH1C	Tumor_41	0.085183822
COL3A1	Tumor_41	0.997277933
SCGB1A1	Tumor_41	-2.199625015
FHL1	Tumor_41	0.703081395
SPP1	Tumor_41	-0.125622574
LAD1	Tumor_41	2.850009574
CLDN18	Tumor_41	-1.217476931
CDCA5	Tumor_41	-0.358610948
KRT16	Tumor_41	2.367861325
KRT5	Tumor_41	4.355728383
PERP	Tumor_41	3.585032094
NTS	Tumor_41	0.901065796
HPGD	Tumor_41	0.452721975
MFAP4	Tumor_41	-1.836267614
SLC2A1	Tumor_42	2.63797471133333
NBPF14	Tumor_42	2.882697998
SPRR2C	Tumor_42	1.601885804
TSHZ2	Tumor_42	-3.039624875
ALDH3A1	Tumor_42	2.459100188
PEBP4	Tumor_42	-2.20785406
AKR1C3	Tumor_42	3.174352189
FMO2	Tumor_42	0.14847253
PVRL4	Tumor_42	3.201995233
FAM75A1	Tumor_42	-1.527842305
C1orf187	Tumor_42	1.618909833
COL1A1	Tumor_42	1.5933065
HBE1	Tumor_42	-2.320219752
TP63	Tumor_42	4.530149616
SFTPC	Tumor_42	-3.22303854
BBC3	Tumor_42	1.78958022
ALDH3B2	Tumor_42	2.735504637
SPRR3	Tumor_42	0.94016675
S1PR1	Tumor_42	-1.0113050135
KRT17	Tumor_42	2.579810013
ADRB1	Tumor_42	-0.355658952
KRT14	Tumor_42	4.385527609
SPRR2G	Tumor_42	1.419111761
LYPD3	Tumor_42	2.706159547
AKR1C2	Tumor_42	2.061614031
IGSF10	Tumor_42	0.160953418
PVRL1	Tumor_42	2.352659308
SPRR1B	Tumor_42	1.1161607495
WDR72	Tumor_42	2.60291064
FABP4	Tumor_42	-0.819722453
LOC100132639	Tumor_42	2.006117444
SERPINB3	Tumor_42	3.487514161
FGF11	Tumor_42	0.65870658
KRT13	Tumor_42	1.3868497915
LOC729070	Tumor_42	-0.907310533
TTK	Tumor_42	1.104744613
GJB2	Tumor_42	4.440118144
CLCA2	Tumor_42	3.593389991
PI4KAP1	Tumor_42	-1.960012151
PFN2	Tumor_42	1.633502649
SFTPH	Tumor_42	-1.135115432
EPAS1	Tumor_42	-1.450913564
AGER	Tumor_42	-2.141412314
LOC346085	Tumor_42	1.752432746
SFN	Tumor_42	2.026364704
DSG3	Tumor_42	3.1478233065
AQP4	Tumor_42	-0.00747041349999999
KRT15	Tumor_42	1.975387864
MMP12	Tumor_42	2.616116157
CTHRC1	Tumor_42	1.438485578
ADH1B	Tumor_42	-2.14784187
PI3	Tumor_42	3.133365156
CDH5	Tumor_42	-1.342186934
SPRR1A	Tumor_42	0.776561769
AKR1B10	Tumor_42	3.206358469
PTPRZ1	Tumor_42	2.135712468
TENC1	Tumor_42	-1.341480892
MMP10	Tumor_42	0.820251916
ADH1C	Tumor_42	-0.123086751
COL3A1	Tumor_42	1.069939259
SCGB1A1	Tumor_42	-2.304506104
FHL1	Tumor_42	-0.683992409
SPP1	Tumor_42	3.284064028
LAD1	Tumor_42	2.319605537
CLDN18	Tumor_42	-3.269641793
